Gene_name	Chr	Start	End	Strand	meRIP_TKO	RNAPII_TKOmean_GB	RNAPII_TKOmean_PR	PausIndex_TKO	cheRNA_TKO_mean	TK0_Pull
Sars	chr3	108422863	108447259	-	0.304999306380017	1.86949398146589e-06	3.95678428550956e-06	2.11650014642305	3.75497742531052e-06	3.72
5330417C22Rik	chr3	108456068	108538522	-	0.449406010376969	4.5310978427311e-07	5.69776490466956e-07	1.25747999765886	2.17203293257305e-08	5.02
Wdr47	chr3	108589277	108647719	+	0.866074945251928	5.12065527282692e-07	2.20465065068333e-06	4.30540728328745	3.02125191152824e-07	2.06
Clcc1	chr3	108651912	108680840	+	0.484293478137795	6.65417437540521e-07	4.17761925674002e-06	6.27819323788854	5.29652583590931e-07	3.8
Stxbp3	chr3	108791179	108842502	-	0.411804455624502	5.22913881380394e-07	2.43090915861188e-06	4.64877534364691	3.66438509121624e-07	3.34
Fam102b	chr3	108968996	109029607	-	0.443466075922447	4.2746101633203e-07	1.27255460526065e-06	2.97700739164526	1.02129306697207e-07	1.58
Rnpc3	chr3	113603066	113632149	-	0.783118823523128	6.50444243434128e-07	6.68504189826401e-06	10.277655565017	2.02584500937902e-06	3.92
Dph5	chr3	115886182	115931323	+	1.05294115831432	3.8225125195367e-07	2.03304463054915e-06	5.31860816716321	1.46044032869717e-06	2.92
Slc30a7	chr3	115936972	116009406	-	0.47308145286329	5.77753498931768e-07	3.16380870981449e-06	5.47605287664062	1.03147332728214e-06	3.82
Cdc14a	chr3	116270552	116426032	-	0.57192702309774	4.84767272178479e-07	1.92465748177054e-06	3.97027108105171	2.69410195707641e-07	3.08
Dbt	chr3	116511078	116551981	+	0.644268471964521	6.22898813976886e-07	2.07195496862663e-06	3.32631066576973	6.34077720442039e-07	1.3
Sass6	chr3	116592957	116632986	+	0.661868027919426	9.06240624939694e-07	2.13447853127944e-06	2.35531102064805	9.95453322584753e-07	2.94
Mfsd14a	chr3	116629163	116664677	-	0.388967883245874	1.04694477518336e-06	4.19489111780711e-06	4.00679311578056	2.49465546939125e-06	3.98
Slc35a3	chr3	116668797	116714280	-	0.465512197627047	5.74382642503114e-07	1.92312777042033e-06	3.34816484363018	1.08663328747631e-06	2.22
Agl	chr3	116737998	116810166	-	0.414740985209676	5.09162546690868e-07	3.23306300240825e-06	6.34976595081563	4.17927709290983e-07	0.88
Frrs1	chr3	116857566	116905750	+	0.908014792352271	7.10397128300483e-07	7.61101909828582e-07	1.07137526252309	1.12110471683335e-06	4.38
Snx7	chr3	117779496	117870936	-	0.560588304240318	3.49526872309609e-07	1.21423081022577e-06	3.47392691784285	4.00113407505201e-08	8.86
Ptbp2	chr3	119716741	119785388	-	0.854360180519655	5.32561977027119e-07	1.99268800528413e-06	3.74170160702753	1.54828285628815e-06	3.78
Alg14	chr3	121289816	121364011	+	0.611317554522269	4.74124630437301e-07	3.29038554647032e-06	6.93991692318428	1.59282464003966e-07	0.7
Cnn3	chr3	121424540	121460205	+	0.362041639593797	1.12672646228335e-06	4.48956951568198e-06	3.98461353839486	2.24430881845416e-06	3.76
Gclm	chr3	122243556	122269215	+	0.46767633646106	7.42258867701834e-07	4.52258352646595e-06	6.09300033082619	3.90792649610225e-06	2.68
Bcar3	chr3	122417779	122532183	+	0.461151183236776	6.19024573008948e-07	1.73088452424857e-06	2.79614832709323	4.05780274144544e-07	2.88
Fnbp1l	chr3	122536718	122621714	-	0.73459869848743	7.19568330232227e-07	4.40816095644917e-06	6.12611863424634	1.5456556191925e-06	3.78
Pde5a	chr3	122727157	122861374	+	0.744746372194717	4.14592857150271e-07	1.27133083618048e-06	3.06645619733791	8.48983548097852e-08	2.1
Usp53	chr3	122931600	122986447	-	1.0293640691433	6.50812547103738e-07	6.9444812653019e-06	10.6704784598982	1.15255860173757e-06	3.58
Sec24d	chr3	123265495	123367636	+	0.66486826501853	4.79363183102415e-07	1.3499859149829e-06	2.81620692320561	3.27873884476257e-07	2.76
Ndst4	chr3	125402090	125726986	+	0.730628821413008	3.38842761171361e-07	3.30139946819188e-07	0.974316068249214	1.41960004680025e-08	1.26
Camk2d	chr3	126594950	126848326	+	0.710297325117465	3.84036361888762e-07	2.37503290173734e-06	6.18439589953537	8.25978057973179e-08	5.68
Zgrf1	chr3	127551488	127620023	+	0.880053454973924	6.5472516136295e-07	2.19586174901476e-06	3.35386797178163	1.34425810638036e-06	4.46
Ap1ar	chr3	127805263	127839492	-	0.367964076795622	6.44638936720706e-07	4.01847344551492e-06	6.23368092836122	1.03826189634879e-06	2.74
Elovl6	chr3	129530385	129640495	+	0.369610805615182	1.19753913696322e-06	3.79549687839417e-06	3.16941364272986	3.47259640258353e-06	3.64
Sec24b	chr3	129981184	130062907	-	0.351680622441345	5.19667773661503e-07	1.54253510342469e-06	2.96831010427338	8.68128251251333e-07	5.18
Lef1	chr3	131108296	131226357	+	0.958461141342971	5.93890570923718e-07	1.575410020264e-06	2.65269411133041	3.48392301989268e-07	3.44
Hadh	chr3	131231418	131274101	-	0.316780836521858	6.49103557094898e-07	2.30057759055284e-06	3.54423815030257	6.13640252931433e-07	3.32
Papss1	chr3	131562767	131645671	+	0.433243952344507	3.99140445685864e-07	2.8293855712147e-06	7.08869672767143	1.92884710246015e-07	1.86
Aimp1	chr3	132658497	132685879	-	0.424460481462507	7.16486012703008e-07	2.8509406240624e-06	3.97905970740025	1.46224209178387e-06	3.8
Tbck	chr3	132682143	132843688	+	0.543013688098886	4.68257980587686e-07	2.96452879143174e-06	6.33097334018977	5.64621534267077e-07	3.36
Npnt	chr3	132879744	132952291	-	0.69735712078711	3.9551213871418e-07	7.85716385376718e-07	1.98657969874478	4.11690649503908e-08	2.62
Gstcd	chr3	132980549	133093740	-	0.673980156994745	5.76196311199526e-07	6.21914684668769e-06	10.7934513390769	1.20085150673888e-06	3.22
Ppa2	chr3	133308109	133380235	+	0.476283704626668	5.96651242935366e-07	3.6421639702999e-06	6.10434322131203	6.2428596320427e-07	2.66
Tet2	chr3	133461676	133546390	-	0.948431416659365	1.12332649733073e-06	2.23263049120194e-06	1.98751698326992	3.30945744165704e-06	3.5
Cenpe	chr3	135210562	135275540	+	0.816193595308529	7.73175992611756e-07	3.10058983845891e-06	4.01019931824997	1.88720744105924e-06	3.5
Slc9b1	chr3	135346036	135399827	+	0.790485758039507	6.82577024560934e-07	1.91976240544985e-06	2.8125212779975	1.11068516740771e-06	2.18
Ube2d3	chr3	135436758	135469178	+	0.609271211147194	1.48559111494845e-06	6.02567983143576e-06	4.05608230340342	6.32036159267533e-06	4.06
Manba	chr3	135483610	135573404	+	0.598241228736209	1.32041269013366e-06	2.45429986507984e-06	1.85873695657333	2.1914935398331e-06	1.14
Nfkb1	chr3	135582654	135693547	-	0.450946056359585	5.50111114460689e-07	1.04843769322241e-06	1.90586531641024	2.37537627636778e-07	1.88
Ppp3ca	chr3	136668065	136939727	+	0.601648966456711	4.26743491963439e-07	3.32356640557967e-06	7.78820642416362	4.28499964664993e-07	1.86
Dnajb14	chr3	137865674	137910931	+	0.526109296861294	6.14913861010368e-07	1.40900503482261e-05	22.9138603658644	3.51087924409786e-07	3.3
Dapp1	chr3	137929006	137983549	-	0.914463278186796	7.43867852205654e-07	1.62547337400772e-06	2.18516416482848	4.4794642247289e-07	3.16
Mttp	chr3	138087854	138145388	-	0.485810764696549	4.98000777377299e-07	5.71044763168601e-06	11.4667444130506	1.009117004075e-07	1.2
Metap1	chr3	138456959	138491382	-	0.32222917609828	6.90479761094524e-07	3.45359203136866e-06	5.00172811132675	1.22478816572103e-06	3.6
Eif4e	chr3	138524190	138561696	+	0.437535553261595	1.06715058806352e-06	9.55180809620597e-07	0.895075934272682	2.9548793187019e-06	3.92
Tspan5	chr3	138740207	138906433	+	0.638803653539327	5.64508382284288e-07	1.57479813572391e-06	2.78968069411383	6.15570497332179e-07	1.96
Rap1gds1	chr3	138923896	139077201	-	0.730390629251927	5.99343370708113e-07	3.12467585362965e-06	5.21349864925995	7.83187628152213e-07	3.22
Stpg2	chr3	139203892	139712299	+	0.614089318496553	3.48838232494355e-07	2.08227358164542e-06	5.96916675891917	1.61774096887959e-07	3.68
Pdlim5	chr3	142237584	142397696	-	0.640027524721514	4.96847174111937e-07	3.34083826664677e-06	6.72407621643048	6.17685939675205e-07	3.84
Kyat3	chr3	142699047	142746911	+	0.511742135514245	6.06337998390886e-07	2.25296177496947e-06	3.71568626895961	6.0253347209465e-07	2.88
Pkn2	chr3	142788901	142884004	-	1.17170275535176	7.56850258508579e-07	4.3729219256122e-06	5.77779009315438	2.59856858424486e-06	3.54
Hs2st1	chr3	144429106	144572216	-	0.405168174493213	5.79745405514457e-07	4.97877184956357e-06	8.58785908815523	1.14568533980314e-06	6.68
Sep15	chr3	144568426	144599677	+	0.47947642351606	7.90629220696161e-07	6.14049176788527e-06	7.76658844265644	1.41244863140939e-06	4.14
Sh3glb1	chr3	144681677	144722335	-	0.720977025465396	5.82978546349329e-07	1.61729635687923e-06	2.77419532332177	6.55507067861181e-07	3.08
Znhit6	chr3	145574207	145607245	+	0.479561319812455	6.28697076885051e-07	2.79567625172795e-06	4.44677787525184	1.2088733868547e-06	1.1
Ddah1	chr3	145756691	145896277	+	0.767225412516245	4.63681397223544e-07	9.66111307179471e-07	2.08356710656154	2.81204129580685e-07	2.94
Syde2	chr3	145985869	146023720	+	0.871774025138411	6.68207612125463e-07	3.09914355127138e-06	4.63799498095134	9.08141663427793e-07	2.78
Ssx2ip	chr3	146402641	146442139	+	0.266353536845299	6.51482927562477e-07	2.93265512556525e-06	4.50150725597335	8.45335094255473e-07	3.94
Spata1	chr3	146455202	146501753	-	1.1765459032491	5.07926160791287e-07	3.86964624730862e-06	7.61852124584444	1.49258151053742e-07	3.46
Prkacb	chr3	146727578	146814946	-	0.463659876726085	5.29446931249245e-07	1.87818201110466e-06	3.54744149082711	8.15721799745077e-07	3.06
Adgrl2	chr3	148813585	148956635	-	0.897815257834166	4.25059257748587e-07	4.77437433675277e-07	1.12322558554335	2.69454628830973e-07	2.24
Gipc2	chr3	152091840	152167900	-	0.632011887250948	5.26602196438422e-07	1.51219114890842e-06	2.8716005347791	9.80189431859279e-08	2.74
Dnajb4	chr3	152181870	152212083	-	0.381870188243955	7.19390302348924e-07	7.92908820262865e-06	11.0219559212001	4.67710630401303e-07	2.5
Fubp1	chr3	152208457	152238830	+	0.623318433463246	1.48717419391654e-06	8.21152890970178e-06	5.52156495405313	7.9254518412568e-06	3.04
Fam73a	chr3	152271458	152342407	-	0.457597425014098	5.85515138032704e-07	2.49076266499698e-06	4.25396800732735	1.29814283114668e-06	2.26
Usp33	chr3	152344477	152395617	+	0.480592745824874	6.56068829140891e-07	3.47812308275411e-06	5.3014606520914	9.45925916431452e-07	2.86
Pigk	chr3	152712099	152791015	+	0.479868097461204	4.66331435161211e-07	2.07042525727642e-06	4.43981490666756	4.21449314060034e-07	2.48
St6galnac3	chr3	153200508	153727133	-	0.415126357833275	4.4072326092794e-07	2.0494820889688e-06	4.65026984201748	3.59490405823089e-07	1.4
Msh4	chr3	153855140	153908138	-	0.199538370278582	5.40322759962704e-07	1.257488320078e-05	23.2729104390272	1.9198381205123e-07	5.04
Acadm	chr3	153920352	153946643	-	0.364518945453961	7.34109996453346e-07	4.27109865844918e-06	5.81806361319671	9.15547315377308e-07	2.6
Tyw3	chr3	154574519	154599098	-	0.360875337179204	4.27345117723051e-07	2.26686827106609e-06	5.30453766067166	5.57934116531192e-07	2.5
Cryz	chr3	154594710	154625182	+	0.388294741515171	4.50231276908174e-07	2.09832167363234e-06	4.66054177320137	3.36276971227488e-07	3.26
Cth	chr3	157892247	157927063	-	0.356435999316719	7.8309986279751e-07	3.33930855529655e-06	4.26421803135983	1.99649295040946e-06	4.1
Ankrd13c	chr3	157945465	158008837	+	0.693253697871264	6.83109999766572e-07	3.3821961428846e-06	4.95117352116108	1.44685431290656e-06	4.02
Srsf11	chr3	158008492	158038639	-	0.694402372975033	1.20896353378648e-06	3.11702729687856e-06	2.57826411613592	4.1395371060245e-06	5.16
Lrrc40	chr3	158034681	158069090	+	0.524484777323083	6.68731321392816e-07	3.1395001765364e-06	4.6947108294517	1.61935730809732e-06	3.72
Depdc1a	chr3	159493432	159531955	+	1.36080350640213	5.19372441662503e-07	2.52263633086347e-06	4.85708545256762	9.62421782867538e-07	2.2
Wls	chr3	159837694	159937175	+	1.15914022193472	4.96160814852241e-07	1.02412915994431e-06	2.06410730006823	1.35584507117675e-07	3.64
Tmem68	chr4	3547040	3576768	-	0.62500602998737	5.98085782141569e-07	3.17015007332271e-06	5.30049395585251	9.5976381024592e-07	3.2
Tgs1	chr4	3572878	3618624	+	1.13378174104784	6.99457138405663e-07	3.20324750826938e-06	4.57961943968552	1.54994132689245e-06	3.64
Lyn	chr4	3676120	3793612	+	0.368138307098112	3.43807901849035e-07	7.49253585459579e-07	2.17927971239176	2.39428072240545e-08	2.44
Plag1	chr4	3899157	3940405	-	1.09693399270947	5.57462790399116e-07	2.17185915800671e-06	3.89597152565423	1.26077538986451e-06	1.48
Impad1	chr4	4762341	4795306	-	0.582466326742032	5.85579036226318e-07	2.61405756084502e-06	4.46405591581787	1.56494358883105e-06	3.76
Fam110b	chr4	5642178	5801944	+	0.329526914516399	4.30760139547937e-07	1.49308363422106e-06	3.46616016000919	7.29091509164594e-07	2.96
Sdcbp	chr4	6363679	6398122	+	0.429786453811676	5.10665178938339e-07	2.14999816288896e-06	4.21019143572459	5.38775396267005e-07	2.9
Nsmaf	chr4	6394206	6456271	-	0.387821243988445	4.86342612599283e-07	1.1018664119366e-06	2.26561766004344	6.06850109631614e-07	4.04
Rab2a	chr4	8533643	8609702	+	0.669122410415233	6.38866927827873e-07	2.35294938851223e-06	3.68300390272538	9.77389106301598e-07	3.98
Chd7	chr4	8688405	8870449	+	0.502078392464806	5.71879979837502e-07	1.83109465589869e-06	3.20188627064544	8.75616558354862e-07	3.66
Asph	chr4	9447084	9671344	-	0.489691698030273	4.02865849677968e-07	5.19715928263368e-06	12.9004711786518	4.1074206275384e-07	2.62
2610301B20Rik	chr4	10872497	10901425	+	0.541364132325286	6.59081298876619e-07	2.47830245608789e-06	3.76023786490691	6.89775773286258e-07	4.42
Ndufaf6	chr4	11049044	11078205	-	0.271606751749181	6.96118214684227e-07	2.04887020442871e-06	2.94327911726619	9.14557818280052e-07	3.52
Ints8	chr4	11197157	11256259	-	0.469726991481387	7.67386731736439e-07	3.65248258331868e-06	4.75963739307019	1.06371077121757e-06	3.44
Dpy19l4	chr4	11263078	11324131	-	0.668201270862297	5.89778755027213e-07	5.22107844947904e-06	8.85260515909586	7.25595131931104e-07	1.14
Esrp1	chr4	11329932	11388783	-	0.304708689831928	7.29462171420473e-07	3.16389213397717e-06	4.33729432167286	2.01092146141702e-06	6.12
1110037F02Rik	chr4	11483957	11553143	+	0.804797837415086	6.21642182178055e-07	2.36318457736833e-06	3.80151901707894	6.80967417608507e-07	3.68
Rad54b	chr4	11556919	11617808	+	0.547023359623862	8.40984114427147e-07	4.63494792475512e-06	5.51133825864512	2.00063498806194e-06	6.86
Runx1t1	chr4	13741301	13897056	+	0.629127796859318	4.03299548697982e-07	1.0365893688534e-06	2.57027158150794	1.09498815372286e-07	1.32
Lrrc69	chr4	14663753	14798052	-	1.54725134167009	3.51025519843613e-07	7.15544265972829e-07	2.03843944534749	2.07374093293698e-07	0.56
Tmem55a	chr4	14862218	14917260	+	0.696590225755244	5.36902789713832e-07	1.74242690634753e-06	3.24533032744389	7.99882472250947e-07	3.68
Necab1	chr4	14950244	15151131	-	0.98588047206373	3.46948265132071e-07	5.22689135260987e-07	1.50653335897794	4.84213548536083e-08	3.82
Nbn	chr4	15955966	15994589	+	0.432988191198543	4.60278031422888e-07	3.1804686863415e-06	6.90988591506205	5.35437315720843e-07	0.92
Cpne3	chr4	19517251	19572104	-	0.531148543129503	5.08618914243961e-07	2.02578544023079e-06	3.98291409048763	7.02050212053985e-07	3.36
Rmdn1	chr4	19573065	19608932	+	0.698154988219704	4.89931038292882e-07	1.21606646384603e-06	2.48211762227455	1.79036846075151e-07	2.24
Wwp1	chr4	19606295	19711004	-	0.643530201454947	5.08279386630302e-07	4.26995831353169e-06	8.40080952690189	9.88340754146001e-07	0.56
Ccnc	chr4	21725700	21761922	+	0.495727313799589	7.28502175299637e-07	4.22707072594365e-06	5.8024133204613	8.87586053526639e-07	3.82
Usp45	chr4	21774269	21839872	+	0.377694115983626	6.46896995824852e-07	5.25364742404831e-06	8.12130440851628	1.3479157956861e-06	3.5
Pnisr	chr4	21845582	21878475	+	0.464516992145074	9.90728670968872e-07	2.96177531100135e-06	2.98949187379923	3.69023055995893e-06	3.46
Faxc	chr4	21929325	22003461	+	0.508437319701736	4.25180644669263e-07	1.10492583463703e-06	2.59872091660363	1.24106055281182e-07	1.94
Fbxl4	chr4	22355542	22436091	+	0.628604265955239	4.65205367964961e-07	2.44214559844079e-06	5.24960752091909	6.08695273330108e-07	3
Mms22l	chr4	24494461	24604950	+	0.537417952509905	7.54811593464088e-07	6.03416279083429e-06	7.99426352626813	3.08277844497588e-06	3.36
Klhl32	chr4	24615272	24853086	-	0.700677696157559	3.63776459088421e-07	9.69170729879904e-07	2.66419309349628	3.8868773542689e-08	0.84
Fut9	chr4	25607332	25802003	-	1.27741557593107	6.68984613945813e-07	2.40721250987387e-06	3.59830773338062	2.36516852863422e-06	3.02
Manea	chr4	26322505	26348652	-	1.74245587856651	4.7994749798802e-07	1.75549899979671e-06	3.65768965804783	5.99937190801872e-07	3.58
Epha7	chr4	28811130	28969503	+	1.02582719302816	3.98486811252429e-07	3.48415850399229e-06	8.74347257075262	2.08059739882828e-07	2.24
Map3k7	chr4	31962106	32025467	+	0.468720455174421	6.23134598284203e-07	4.48765043789903e-06	7.2017353076779	2.14499760107935e-06	3.5
Casp8ap2	chr4	32613469	32655271	+	1.2390868087325	8.00549299400978e-07	4.3859105948987e-06	5.47862648581483	1.99877058310679e-06	3.44
Mdn1	chr4	32655118	32777217	+	0.315226276613507	8.25397565137616e-07	3.85955015239719e-06	4.67598926313006	4.89534488058521e-06	3.52
Ankrd6	chr4	32802034	32952826	-	0.770705320833745	5.70682997793675e-07	1.51945033922677e-06	2.66251201648049	3.88243317649792e-07	1.04
Rngtt	chr4	33308310	33504614	+	0.566715829763717	6.51557134174102e-07	3.0262179514371e-06	4.64459337901819	1.45858002349198e-06	3.9
Orc3	chr4	34564780	34616942	-	0.653656575288706	1.12487128106937e-06	3.83287750512144e-06	3.40739208976664	2.07769200948616e-06	3.98
Rars2	chr4	34612957	34662167	+	0.356981204821396	6.2786269966572e-07	3.83348938966152e-06	6.10561734548414	1.19092879193787e-06	3.7
Slc35a1	chr4	34661256	34689438	-	0.50263109404324	6.98369545758939e-07	3.26004159195405e-06	4.66807525006158	4.36865639100071e-07	3.64
Zfp292	chr4	34801109	34884948	-	0.815722813716467	1.04327293690476e-06	5.03106022336028e-06	4.8223816082939	4.77877432212327e-06	4.04
Mob3b	chr4	34947073	35159484	-	0.57849334507715	4.86187656777141e-07	1.32934868894532e-06	2.73422961363799	4.08773429663937e-07	1.18
3110043O21Rik	chr4	35189281	35227880	-	0.236863884978724	5.42214650482184e-07	3.75238677269876e-06	6.92048208096519	2.65874777026859e-06	1.54
Aco1	chr4	40141264	40201009	+	0.325122353048833	5.24803471010471e-07	4.58969622316941e-06	8.74555233853977	6.67244502508924e-07	2.8
Smu1	chr4	40733648	40759885	-	0.300172309476662	1.0068507341593e-06	2.79781784761825e-06	2.77878115662732	1.30129771610081e-06	3.42
B4galt1	chr4	40802581	40856537	-	0.486919273141363	6.63666287126424e-07	2.93930243134352e-06	4.42888615612865	4.7024353409685e-07	2.48
Nfx1	chr4	40968905	41027992	+	0.451704635196341	9.80961654333185e-07	4.44309404501609e-06	4.52932489806272	2.55486774980425e-06	3.16
Ube2r2	chr4	41134020	41195370	+	0.871932497563125	7.95389771680196e-07	3.1222283154693e-06	3.92540667058598	5.47808447418346e-07	1.44
Ubap2	chr4	41192314	41277135	-	0.459348429269794	1.03013669399885e-06	6.06397828497316e-06	5.88657633525666	2.3632612849198e-06	7.42
Dcaf12	chr4	41289299	41316901	-	0.465174848489729	8.32990126963569e-07	3.67250792481617e-06	4.40882527408009	9.52226504297511e-07	3.58
Ubap1	chr4	41346995	41391766	+	0.565421361955626	9.16798239850858e-07	2.31036774319423e-06	2.520039462085	1.11505061381238e-06	3.48
Kif24	chr4	41388747	41466848	-	0.600826361489797	6.70169333830354e-07	3.65125881423851e-06	5.44826304326659	1.29254611343504e-06	4.22
Fam219a	chr4	41516928	41571527	-	0.696105880794843	4.57144976749182e-07	1.47817588715163e-06	3.23349476059681	1.41794556486648e-07	4.02
Cntfr	chr4	41655497	41699091	-	0.660200098505379	3.64404394464286e-07	2.62109423305602e-07	0.719281730098045	5.78283979842081e-08	1.88
Unc13b	chr4	43056952	43266873	+	0.97403334386418	4.54853296907005e-07	2.47707868700772e-06	5.44588486848796	4.85637484136122e-07	1.14
Atp8b5	chr4	43265158	43375831	+	0.445887368499197	4.31897511296881e-07	9.670291339896e-07	2.23902455720537	7.84265392395797e-08	0.62
Rusc2	chr4	43379981	43429092	+	0.469925052735702	8.15924827803078e-07	2.10107515406273e-06	2.57508422647217	6.97672058840182e-07	2.26
Tln1	chr4	43529512	43564583	-	0.407071498247841	6.07764010354874e-07	2.77656873704059e-06	4.56849811725335	8.99559448162555e-07	3.26
Reck	chr4	43873529	43946806	+	0.320076366918792	5.21563642086155e-07	2.4776905715478e-06	4.75050477375591	3.71807506712239e-07	2.12
Glipr2	chr4	43955701	43981118	+	0.396270922985687	1.32216982263513e-06	2.58096012589836e-06	1.95206401001833	1.00942873708893e-06	0.6
Rnf38	chr4	44124211	44170283	-	0.480242606339905	7.30075060511806e-07	3.2570655934163e-06	4.4612749696353	1.6900419823805e-06	4.24
Melk	chr4	44298916	44366675	+	0.291973176051137	5.50763096506018e-07	2.23866591244012e-06	4.06466215082669	8.17671792714073e-07	3.1
Zcchc7	chr4	44754558	44934215	+	1.02959850654452	5.92895139819391e-07	3.23275706013821e-06	5.45249377676292	1.3920025721319e-06	5.1
Zbtb5	chr4	44989241	45014412	-	0.837072208740429	7.52212260013822e-07	2.36287863509829e-06	3.14123919630727	5.06024673537742e-07	3.12
Fbxo10	chr4	45032247	45086604	-	0.510655895202944	5.05939764397333e-07	2.66665187691177e-06	5.2706904350328	2.22154221101516e-07	3.14
Dcaf10	chr4	45340100	45381722	+	0.643728804169908	6.23481182583232e-07	3.21937902441899e-06	5.16355443331959	5.46015390685877e-07	5.4
Shb	chr4	45421275	45532828	-	0.271116940481817	6.32517269091157e-07	4.65199726771486e-06	7.3547355859535	6.50356755639197e-07	4.94
Tstd2	chr4	46112745	46140475	-	0.362480755083892	6.18632038312715e-07	4.4500472930644e-06	7.19336700569479	9.58005186567986e-07	3.42
Ncbp1	chr4	46136510	46174403	+	0.311570834962099	7.5864615394098e-07	4.50714731901912e-06	5.9410402275232	1.67776270603188e-06	4.1
Xpa	chr4	46173221	46198311	-	0.361437169307829	8.11896915221611e-07	2.64295522817376e-06	3.25528423451683	5.04896170595454e-07	3.28
Anp32b	chr4	46449116	46474523	+	0.400145163454233	1.59650462218941e-06	4.42184493443843e-06	2.76970380979819	6.42451103833682e-06	3.56
Coro2a	chr4	46534936	46603929	-	0.375143904445117	4.36840390234341e-07	1.29625125399866e-06	2.96733379737	7.12458925076846e-08	4.9
Tbc1d2	chr4	46602389	46652199	-	0.545973911937726	7.58680228799161e-07	4.37200409880207e-06	5.76264404006162	6.52038027898647e-07	3.58
Tgfbr1	chr4	47351221	47416924	+	0.777922258896412	4.77415302877463e-07	3.40681061843273e-06	7.1359476705068	9.95350361409732e-07	1.62
Stx17	chr4	48122918	48188507	+	1.02622361712011	3.86247837619041e-07	1.87573447294431e-06	4.85629766759849	9.74695090987498e-08	3.16
Erp44	chr4	48191330	48281589	-	0.54830319623445	5.95443830632591e-07	3.28710360566253e-06	5.52042600251708	1.03578779185033e-06	3.62
Invs	chr4	48277759	48433953	+	1.04118158670329	5.07603651331139e-07	3.26371289919457e-06	6.42964819231661	7.04738752505616e-08	3.12
Tex10	chr4	48428955	48475422	-	0.609286569328327	1.01537319966277e-06	4.56516517178396e-06	4.49604655047047	3.58018643262724e-06	3.64
Msantd3	chr4	48537945	48563920	+	0.554040042442687	7.77918717985878e-07	2.61925857943576e-06	3.36700804194213	5.26608838463121e-07	3.78
Tmeff1	chr4	48583192	48665131	+	0.441466518834048	8.83407201505054e-07	3.21609708361119e-06	3.64056018349403	2.24445209065293e-06	5.74
Rnf20	chr4	49630059	49658886	+	0.404507954881815	5.94333442456449e-07	3.30253981310937e-06	5.55671206967522	2.01474318402181e-06	3.4
Smc2	chr4	52437220	52490365	+	0.847637996433923	7.55003338881474e-07	2.81814913138578e-06	3.73263134910215	2.66655842973484e-06	3.6
Abca1	chr4	53028788	53161895	-	1.24650799745223	3.89685204894923e-07	8.98998610476014e-07	2.30698676568546	2.94435901776589e-07	1.02
Slc44a1	chr4	53438412	53624478	+	0.487412632595616	5.3886414283067e-07	3.69834616944448e-06	6.86322558041616	6.39421221928188e-07	3.14
Fsd1l	chr4	53629470	53709009	+	0.815869495015253	5.04872537762877e-07	2.16215242952801e-06	4.282570882363	1.01879448245157e-06	1.32
Fktn	chr4	53712181	53765271	+	0.522883046881025	5.33699343869456e-07	2.65594389746025e-06	4.97647960030076	6.55520925890716e-07	3.36
Tmem38b	chr4	53824044	53864018	+	0.609481751769574	6.44757695248924e-07	2.85644758492318e-06	4.43026520811106	6.60083866300985e-07	4.12
Zfp462	chr4	54945944	55085563	+	0.720759723745192	8.23557752870437e-07	2.0203619035327e-06	2.45321217181298	1.98084002832752e-06	2.8
Rad23b	chr4	55348041	55394237	+	0.528527064566619	1.07067058563108e-06	5.01072893959275e-06	4.67999121937146	3.16926568389577e-06	3.48
Ikbkap	chr4	56747679	56804331	-	0.273082268121775	7.46883183770864e-07	3.34940465020798e-06	4.48450938913567	2.31597865278717e-06	3.54
Ctnnal1	chr4	56808934	56867211	-	0.661223588437786	8.56646906623765e-07	2.67749895030796e-06	3.12555725072373	1.8604505862005e-06	6.44
Tmem245	chr4	56874012	56949429	-	0.387612240365848	8.81275843230293e-07	3.01804093430862e-06	3.42462687192931	3.0033422097335e-06	3.94
Ptpn3	chr4	57188840	57303837	-	0.415692922327778	7.17702327843612e-07	2.72550413232406e-06	3.79754116238278	9.78106506695818e-07	6.78
Akap2	chr4	57843247	57898984	+	0.776816254595456	7.02590012776509e-07	1.21453675249581e-06	1.72865644317399	9.11815307092934e-07	5.2
Lpar1	chr4	58433251	58555491	-	0.785788656837561	4.16781385867093e-07	1.20483002401711e-06	2.89079614606713	2.97828071713857e-07	1.46
AI314180	chr4	58798029	58914725	-	0.757219521642424	4.55987083824448e-07	1.06785115017981e-06	2.34184517075252	3.43816356060554e-07	3.26
Ugcg	chr4	59187549	59224833	+	0.385776841759976	5.78479901449398e-07	2.10627617265347e-06	3.64105333197598	8.5349778659075e-07	3.26
Susd1	chr4	59312682	59440633	-	0.456745227923141	4.15620625263099e-07	1.08000541681885e-06	2.59853662492129	5.40277801038881e-08	2.58
Ptbp3	chr4	59469867	59551364	-	0.768984532530219	6.10356999381356e-07	2.6486847071419e-06	4.33956636825095	1.21263269369769e-06	0.94
Hsdl2	chr4	59579562	59620694	+	0.524751667837716	4.86841611593881e-07	1.80800989170077e-06	3.71375381365099	1.49589770296899e-07	2.14
E130308A19Rik	chr4	59624210	59756303	+	0.849135944587557	5.4047073802913e-07	4.34310643147333e-06	8.03578459642573	7.58322559255567e-07	2.96
