Gene_name	Chr	Start	End	Strand	meRIP_WT	RNAPII_WTmean_GB	RNAPII_WTmean_PR	PausIndex_WT	cheRNA_WT_mean	WT_Pull
Gnas	chr2	174282319	174348744	+	0.504999916822898	9.20019982835855e-07	2.2232986424443e-06	2.41657646999279	5.22216474563332e-07	3.24
Zfp972	chr2	177901063	177927650	-	0.357870376361069	3.20833378906801e-07	1.94138453968448e-06	6.05106783558338	5.65532228240052e-06	2.64
Cdh4	chr2	179440430	179901375	+	0.450221198777965	3.87089136349068e-07	1.63564773823442e-06	4.22550669766002	3.26150446623855e-07	2.32
Taf4	chr2	179910145	179978646	-	0.280810830291095	5.64854819215154e-07	4.94671579781305e-06	8.75749950170619	1.14251310458138e-06	2.64
Ss18l1	chr2	180040482	180072201	+	0.269082411393711	4.7975494345427e-07	4.60748285904049e-06	9.60382570707095	4.4302231521869e-07	1.76
Osbpl2	chr2	180117365	180164680	+	0.469048933366444	4.12248988057535e-07	1.33986771108009e-06	3.25014190427338	4.16692898650195e-07	3.82
Lama5	chr2	180174372	180227859	-	0.242476803135624	1.27604228860872e-06	3.11885477056345e-06	2.44416254728044	7.33175256585504e-06	3.28
Tcfl5	chr2	180619955	180644691	-	0.43366711882524	5.84068466261935e-07	1.6838651895907e-06	2.8829928113865	8.19215558204408e-07	3.2
Dido1	chr2	180655962	180711999	-	0.447403524986261	2.57031274462393e-06	8.21418658661728e-06	3.19579265355863	6.42677553072499e-06	2.78
Kcnq2	chr2	181073578	181137289	-	0.379321513684879	3.42267212922524e-07	7.67937869699442e-07	2.24367932628497	1.973179438511e-07	2.38
Gmeb2	chr2	181249450	181289966	-	0.647197044761279	5.67724922633206e-07	3.92014441842923e-06	6.90500674208017	6.23267420258552e-07	1.88
Rtel1	chr2	181317723	181358616	+	0.238012920883148	7.65711074189121e-07	1.95827427617747e-06	2.55745847511904	2.52269237690908e-06	2.36
Zbtb46	chr2	181388885	181461426	-	0.449439788416998	3.72716930614636e-07	9.8180543494566e-07	2.63418523362112	1.12397700727977e-07	3.12
Tpd52l2	chr2	181495141	181519962	+	0.324206084392199	7.60183155252177e-07	3.43400624069444e-06	4.51734061320429	1.75344522944193e-06	2.9
Dnajc5	chr2	181518484	181554880	+	0.411284374511784	6.96061394756256e-07	4.54288782844501e-06	6.52656197092474	1.89450784109406e-06	3.38
Prpf6	chr2	181599318	181657661	+	0.411726771256021	6.1633529760273e-07	4.42491306029656e-06	7.17939257658535	9.01867942955095e-07	3.72
Pkia	chr3	7364603	7447366	+	1.02305248981666	3.5675490485584e-07	1.22859708353858e-06	3.44381273197923	1.76722095962718e-07	3.24
Zc2hc1a	chr3	7501425	7555848	+	1.18535201954049	4.92955350920864e-07	1.77356600333534e-06	3.5978228048894	8.50825228433014e-07	3.32
Il7	chr3	7570027	7615760	-	1.16450284252108	4.3069317540709e-07	6.61973887510773e-07	1.53699646363116	7.21457378782836e-08	0.86
Stmn2	chr3	8507526	8563604	+	0.840086412389746	3.71883545653755e-07	6.57637042592365e-07	1.7683951072271	1.35643264910227e-07	4.98
Mrps28	chr3	8800145	8925857	-	0.547978441820127	4.14614333433639e-07	4.63096232534525e-06	11.1693252063763	7.15012344401323e-07	3.04
Tpd52	chr3	8927435	9006515	-	0.771344357127746	7.2828531047768e-07	2.93899549989353e-06	4.03550017776117	1.48685145030623e-06	3.4
Zbtb10	chr3	9248566	9287333	+	0.890488583264295	4.75323742597157e-07	9.24486598932918e-07	1.94496196188633	5.9097902393577e-07	2.82
Zfp704	chr3	9425009	9612085	-	0.743756366605932	7.03817615282517e-07	2.53066176073876e-06	3.59562151584248	1.98536741204096e-06	4.8
Pag1	chr3	9685478	9835679	-	0.617404338611881	3.50908079644008e-07	9.50706541672685e-07	2.70927515444263	1.12798132564562e-07	2
Chmp4c	chr3	10364972	10393005	+	0.307625665174974	5.5371852549062e-07	1.79425047913194e-06	3.24036563079076	1.22797798577356e-06	2.74
Snx16	chr3	10415816	10442130	-	0.764749097222831	5.23033295154793e-07	1.24842616969589e-06	2.38689617135447	9.8963713411917e-07	3.66
Lrrcc1	chr3	14531787	14574658	+	0.98213384505999	4.17956705900665e-07	1.85048510391508e-06	4.4274564274006	4.582594797379e-07	1.86
E2f5	chr3	14576670	14608309	+	0.449794419781781	7.52504292970106e-07	1.65915715290018e-06	2.20484742532371	8.11050717687272e-07	2.18
Ythdf3	chr3	16181182	16219037	+	0.649040176816806	7.36040653862235e-07	3.69891619616612e-06	5.02542376804427	5.42408921410974e-06	3.56
Cyp7b1	chr3	18069949	18245338	-	0.854564225188718	3.51206085914918e-07	1.11689876117742e-06	3.18018054347725	1.56656009366559e-07	1.68
Armc1	chr3	19130143	19165065	-	0.4691783367948	5.70167756041902e-07	3.68633335623053e-06	6.46534869284965	9.48880006346614e-07	3.64
Mtfr1	chr3	19185328	19222817	+	0.507678434699304	9.58251892560894e-07	1.67399287772913e-06	1.74692363325831	1.71462823993237e-06	3.26
Pde7a	chr3	19221107	19313322	-	0.765839812472477	6.55763999283496e-07	3.16013925972248e-06	4.81901913367511	1.475931654237e-06	2.98
Hps3	chr3	19993944	20037310	-	0.414333153886885	4.91435993379558e-07	1.79641890159114e-06	3.65544837128705	6.04269798609879e-07	3.12
Hltf	chr3	20055810	20120491	+	0.598441033952702	5.31122421266732e-07	2.92338884785946e-06	5.50417141284894	1.45571971056746e-06	3.14
Tbl1xr1	chr3	22074651	22218594	+	0.532068940692675	7.70915821040158e-07	2.19967481698338e-06	2.85332685741936	2.51201978817091e-06	4.42
Ect2	chr3	27095221	27155878	-	0.452862318934793	1.0993617939424e-06	3.75903002268702e-06	3.41928384577277	4.74038462410247e-06	3.76
Nceh1	chr3	27181003	27246911	+	0.543834301251837	4.21583898132296e-07	1.25698544873755e-06	2.98157841014862	2.2632758446647e-07	3.22
Fndc3b	chr3	27414161	27712439	-	0.547109236694862	4.35456721638842e-07	9.36840617278181e-07	2.1513977640588	5.52747804489742e-07	2.44
Tnik	chr3	28261213	28672585	+	1.75800870312008	3.13670415526716e-07	9.22318176473715e-07	2.9404053771694	7.50968434770645e-08	1.54
Lrrc34	chr3	30622266	30649818	-	0.546503624182519	7.04680351745679e-07	3.12436028914562e-06	4.43372698189435	7.86233170962023e-07	2.5
Lrrc31	chr3	30676553	30701843	-	1.31465447990511	5.02956177276557e-07	7.29249497819252e-07	1.44992651599995	4.08580581213527e-07	3.26
Sec62	chr3	30790875	30823263	+	0.866107305262643	7.89787513561869e-07	4.73336038982063e-06	5.99320742420149	2.1240010655989e-06	2.96
Gpr160	chr3	30853949	30899194	+	0.643736517759901	4.94459459012403e-07	2.37876316044818e-06	4.81083558437601	3.62147670135174e-07	1.48
Phc3	chr3	30897294	30971415	-	0.516222160491359	5.39781465309057e-07	2.412458171e-06	4.46932383945181	1.07246132496483e-06	3.1
Prkci	chr3	30993770	31054740	+	0.454988748238818	7.48554777122782e-07	3.01699881170287e-06	4.03043157816626	1.5955537138861e-06	6.76
Skil	chr3	31093057	31124923	+	0.699860130104427	1.00539459605627e-06	2.6612193688228e-06	2.64694019568199	1.89914392147044e-06	4.34
Zmat3	chr3	32332791	32367665	-	0.475794371376768	8.40512639640696e-07	2.73023570677084e-06	3.24829821469189	2.38666435853347e-06	3.82
Mfn1	chr3	32527481	32581225	+	0.454228626465207	4.63263816660132e-07	1.92209755914197e-06	4.14903450262789	7.82060868869587e-07	2.94
Usp13	chr3	32815625	32937257	+	0.563385584396258	3.67103323813336e-07	1.74041309839832e-06	4.74093527762032	2.48991820387951e-07	1.26
Fxr1	chr3	34018078	34071345	+	0.430978697922774	1.28067190249764e-06	4.32947790637943e-06	3.38063004110251	7.83937070751078e-06	3.78
Dnajc19	chr3	34055279	34083354	-	0.337050514044159	1.80609813529891e-06	3.54365055139156e-06	1.96204762196108	1.53329371050426e-07	2.36
Atp11b	chr3	35752137	35858276	+	0.851148354472539	7.75487383816425e-07	3.00943928145665e-06	3.88070695186068	3.241411584629e-06	3.02
Dcun1d1	chr3	35890104	35934966	-	0.729872919111292	5.30792540707068e-07	2.87291851160981e-06	5.41250731930558	1.13671743484771e-06	3.56
Mccc1	chr3	35957295	36002678	-	0.522945612642211	5.08361910619833e-07	2.01938785149382e-06	3.97234294959595	6.3982351758482e-07	3
Acad9	chr3	36063999	36094857	+	0.247371049072984	4.49627368426433e-07	2.04463799379914e-06	4.54740555708339	1.16790026983394e-06	3.66
4932438A13Rik	chr3	36861105	37055033	+	0.686469066795546	4.47279945801979e-07	1.59858568319863e-06	3.57401600094622	9.47061841713525e-07	3.46
Adad1	chr3	37061655	37113512	+	1.55305505134223	3.60468194397981e-07	7.04228177104248e-07	1.95364858272831	8.56277800654405e-08	1.64
Spata5	chr3	37417949	37581096	+	2.24751184392247	6.56104650074732e-07	3.5914403079282e-06	5.4738833317507	2.41992843667454e-06	3.88
Ankrd50	chr3	38447260	38486816	-	0.596162349803124	4.03970705541416e-07	2.68298805584899e-06	6.64154112920924	5.06639849553493e-07	3.18
Intu	chr3	40538766	40706774	+	0.482931965002019	1.4647029299421e-07	1.02665584181798e-06	7.00931104069386	1.30256273141624e-07	2.98
Hspa4l	chr3	40743612	40792365	+	0.797930754902722	3.51836589295145e-07	9.10620674538414e-07	2.58819208190573	8.68049865126612e-08	2.7
Mfsd8	chr3	40816171	40848854	-	0.631349321026981	5.88266085933413e-07	2.04831832230759e-06	3.48195888100108	2.38339965318567e-07	2.92
Larp1b	chr3	40948630	40979793	+	0.68807385772832	4.32655660850715e-07	8.0693952560411e-07	1.86508486683718	6.42881782248142e-07	1.92
Jade1	chr3	41553733	41618864	+	0.335325845657051	3.53594633225109e-06	8.84862749856836e-06	2.50247788487645	7.9381361275627e-06	4.1
Sclt1	chr3	41624704	41744514	-	1.47727428434837	4.18724504233387e-07	3.20952538474253e-06	7.66500491920964	2.60699538328876e-07	2.52
Noct	chr3	51222446	51253654	+	0.372456159282489	9.77575105920218e-07	5.09327780438979e-06	5.21011406033642	3.22705118852401e-06	3.72
Elf2	chr3	51250719	51342644	-	0.641465762872704	6.13180744800105e-07	1.62015549699551e-06	2.64221522077259	3.64058235546921e-07	2.48
Naa15	chr3	51414015	51477985	+	0.578179315529898	9.96768302621683e-07	3.97258430390876e-06	3.98546411784979	2.99210527949646e-06	3.7
Setd7	chr3	51513317	51562823	-	0.483515550583928	4.50956979176301e-07	1.85644826567789e-06	4.11668596208179	2.99981674848309e-07	2.28
Foxo1	chr3	52266336	52352109	+	0.45689946027023	6.3466141123854e-07	3.13845503513044e-06	4.94508564654302	1.91971984484706e-06	3.26
Cog6	chr3	52980122	53019223	-	0.439889953586166	4.12738596864013e-07	1.80280975817359e-06	4.36792142017087	4.34026831798043e-07	3.08
Lhfp	chr3	53039546	53263679	+	1.79338487298094	3.74793026768879e-07	1.03889544936808e-06	2.77191776571854	2.54343408299791e-07	0.62
Frem2	chr3	53511937	53659355	-	1.90038352657851	3.97117449509302e-07	1.64409260648091e-06	4.14006639222838	3.71674150364497e-07	1.92
Supt20	chr3	54691104	54718837	+	0.392146156928181	7.13167990133452e-07	3.09089410018412e-06	4.33403369605208	2.98545087320573e-06	3.4
Spg20	chr3	55110107	55139332	+	0.639908533250374	3.76738205367509e-07	2.12535183368249e-06	5.64145553437885	1.30210727916948e-07	3.04
Nbea	chr3	55623197	56185701	-	1.36575152009364	3.31948849657198e-07	1.48917019409184e-06	4.48614355985779	3.33291977675504e-07	1
Wwtr1	chr3	57453643	57577910	-	0.572658594405298	4.6139071597338e-07	2.52404208256599e-06	5.47050903969991	8.49605472649038e-07	3.34
Rnf13	chr3	57734061	57837425	+	0.769163871451138	4.62674154225466e-07	4.01472418270707e-06	8.67721731599179	5.90103638986828e-07	3.36
Tsc22d2	chr3	58413688	58468787	+	0.735485656931262	6.22525414684435e-07	1.06414559167341e-06	1.7094010406191	2.03745503195977e-06	2.8
Eif2a	chr3	58523820	58559501	+	0.477662810894428	7.5822403891779e-07	4.54106263837129e-06	5.98907764102643	1.99730097558181e-06	3.56
Med12l	chr3	59004977	59320416	+	0.704626593210943	3.33344264780938e-07	8.801782976754e-07	2.64044830125943	2.52789374808549e-07	2.88
P2ry12	chr3	59214270	59264831	-	1.83509875068426	3.32710374033434e-07	4.4593789980535e-07	1.34031859120972	6.91499337321069e-09	4.14
Igsf10	chr3	59314734	59346256	-	1.95332813804531	3.54104310815737e-07	6.23942032040546e-07	1.7620289078187	7.57586812737474e-08	2.26
Arhgef26	chr3	62336776	62464221	+	0.582685994111461	3.46370598323268e-07	7.4485614985332e-07	2.15046009522478	2.06274417341631e-07	4.18
Dhx36	chr3	62466641	62508988	-	0.586154106781312	6.59395587757561e-07	3.25720073048401e-06	4.93967625952872	2.66443962887611e-06	3.54
Mme	chr3	63293434	63385713	+	0.73439014195764	4.67910081493009e-07	2.09490945681947e-06	4.47716247133429	1.96587066705291e-06	3.16
Slc33a1	chr3	63940322	63966733	-	0.920410195535464	5.44002464448086e-07	2.23325541674004e-06	4.10523033017097	7.09782365409787e-07	3.68
Gmps	chr3	63974142	64021078	+	0.533737757495453	6.192574583001e-07	3.24755724021276e-06	5.2442763452983	1.81539787078619e-06	3.26
Tiparp	chr3	65526446	65557518	+	1.24417660905763	1.01845040558007e-06	5.371397167846e-06	5.27408810327554	4.30885861196504e-06	3.6
Lekr1	chr3	65664227	65833162	+	1.20400246869569	3.72862663774655e-07	2.53151715037805e-06	6.78940906753809	9.20634701609876e-08	3
Veph1	chr3	66051557	66298837	-	2.71217017224564	2.87345105438999e-07	2.99460355662771e-07	1.04216271651909	1.05137108110246e-07	3.48
Rsrc1	chr3	66983671	67360403	+	1.06523323630394	3.60765335150292e-07	2.1579626330047e-06	5.98162412723415	5.96065479370051e-07	2.44
Mlf1	chr3	67372096	67402000	+	2.45251596690996	3.42078771722052e-07	7.93501296029246e-07	2.31964495205212	4.35074477357577e-08	3.04
Mfsd1	chr3	67580767	67606231	+	0.253574049596415	4.39396785497178e-07	1.39447601901883e-06	3.17361452119177	6.07184039769408e-07	2.62
Ift80	chr3	68890498	69006570	-	0.563153235065001	4.34569916754003e-07	3.7912131271896e-06	8.72405792722116	5.91700674673595e-07	3.34
Smc4	chr3	69002971	69036623	+	0.615855830659526	1.24352390318483e-06	4.52696789238646e-06	3.64043496131622	5.49495402587751e-06	3.18
Kpna4	chr3	69070220	69129092	-	0.591037186645739	6.60079992461353e-07	4.50594018420438e-06	6.82635473831332	2.12828636567069e-06	3.14
Ppm1l	chr3	69314917	69557404	+	0.680001046916531	3.55254865501179e-07	1.52058237138929e-06	4.28025769399137	2.98453563988367e-07	5.48
B3galnt1	chr3	69571918	69600960	-	0.71857889848989	4.55875872685535e-07	8.39435914131168e-07	1.84136947012814	3.22203864618197e-07	3.7
Nmd3	chr3	69720054	69751047	+	0.491840047039273	9.73465266624672e-07	3.94299731668503e-06	4.05047560695895	3.31277274600383e-06	3.7
Bche	chr3	73633808	73710415	-	1.31746622317321	3.24206561364864e-07	1.06945223702626e-06	3.29867548800992	4.23714199665375e-08	3.04
Pdcd10	chr3	75514489	75558852	-	0.697565904385762	6.43955961097658e-07	2.82079191015476e-06	4.3804112090935	1.7199739827602e-06	3.26
Serpini1	chr3	75555532	75644523	+	0.979584299301943	4.15674956564681e-07	2.08569366136786e-06	5.01760721551508	3.05707709488392e-07	2.68
Fnip2	chr3	79453970	79569679	-	0.577623874532522	5.73336354491676e-07	2.68666838435744e-06	4.68602481476944	1.44511919140117e-06	1.7
Etfdh	chr3	79601787	79630767	-	0.63527134507156	6.60557846269695e-07	2.99445919747155e-06	4.53322780795334	3.52218544091564e-07	3.14
Fam198b	chr3	79883929	79948278	+	0.531521341385177	3.5285231731969e-07	5.3629522995995e-07	1.51988580954694	1.33031128804158e-07	2.4
Pdgfc	chr3	81034415	81216031	+	0.74332104907102	4.76372165985115e-07	2.08266984926937e-06	4.37193857655916	1.05991417837911e-06	2.52
Map9	chr3	82356071	82397268	+	0.476806001336305	3.73219307865126e-07	1.16933864665695e-06	3.13311402174168	2.96311524950892e-07	2.94
D930015E06Rik	chr3	83896286	84042161	-	0.476978359124356	5.72465098103978e-07	3.85894638067872e-06	6.74092864955378	1.14604793431949e-06	1.3
Mnd1	chr3	84085933	84157786	-	0.586647718504349	4.09777788839504e-07	2.56110413760178e-06	6.24998281350207	3.57931616979948e-07	1.88
Arfip1	chr3	84494092	84584625	-	0.543912954615543	5.23936746170687e-07	2.17062993537445e-06	4.14292364725132	7.33253652063491e-07	3.28
Fbxw7	chr3	84813576	84981198	+	0.599934633454251	6.05764581415491e-07	9.53959175361491e-07	1.57480183660189	1.80876893898648e-06	3.48
Gatb	chr3	85572128	85656470	+	0.529966711242072	3.86901660593778e-07	2.32903380304265e-06	6.0197048507579	7.43002443451851e-07	2.98
Lrba	chr3	86222689	86784694	+	0.863692157000383	4.23805508408344e-07	3.83261202714379e-06	9.04332754318757	5.29287628915452e-07	3.24
Dclk2	chr3	86784149	86922884	-	0.782783703499657	6.19749848904827e-07	1.78038455473743e-06	2.87274705735481	1.51792087306408e-06	2.66
Kirrel	chr3	87076591	87176747	-	0.548664274032507	6.28022990091274e-07	1.63076878770121e-06	2.59667052549175	9.07385218945495e-07	6.4
Arhgef11	chr3	87616750	87740033	+	0.61980010877775	4.25838718285466e-07	5.27735950918295e-07	1.23928597437803	5.14526292939226e-07	3.74
Prcc	chr3	87856902	87887562	-	0.490040185770202	7.37578179947174e-07	2.83899467946767e-06	3.84907628323685	1.14829590630974e-06	3.5
Iqgap3	chr3	88080050	88123048	+	0.396792383815749	5.47248808320029e-07	2.36911967017692e-06	4.32914541641444	1.48459660649204e-06	2.96
Mef2d	chr3	88140371	88174091	+	0.331228934979579	5.78705570143473e-07	1.86261030067002e-06	3.21858021896738	6.17384355642882e-07	3.04
Cct3	chr3	88295134	88323766	+	0.299150606880923	1.34681253885354e-06	5.19099579156128e-06	3.85428234576733	3.15174257330523e-06	3.48
Smg5	chr3	88334259	88364337	+	0.351580271920821	9.92842322538049e-07	1.04839320044173e-05	10.559513596899	3.20660965775994e-06	3.88
Lmna	chr3	88479147	88505352	-	0.331516911746013	1.13559275340806e-06	2.86869607748656e-06	2.52616624126672	1.34149878743882e-06	2.96
Arhgef2	chr3	88614206	88650052	+	0.439577702841314	7.80977014995093e-07	7.25027063696005e-07	0.92835902949149	1.04399530887893e-06	4.32
2810403A07Rik	chr3	88683793	88714933	+	0.321499066634839	1.29413412799553e-06	4.89490248038247e-06	3.78237647434902	4.43538096352204e-06	3.6
Gon4l	chr3	88833230	88912099	+	0.735089305093117	5.99834384603055e-07	2.23108699428083e-06	3.71950500263047	2.84955725032741e-06	3.12
Dap3	chr3	88918802	88952282	-	0.37148540631497	6.90023330589124e-07	4.1164657307725e-06	5.96569064883352	1.33723375834724e-06	3.48
Ash1l	chr3	88963811	89081375	+	1.29581274130677	5.75383676067295e-07	8.50163615632027e-07	1.47755949811234	1.06908541940764e-06	3.14
Adar	chr3	89713021	89755455	+	0.583536036695781	6.14826009733784e-07	2.31516787864814e-06	3.76556593571992	1.64416594191908e-06	5.94
Il6ra	chr3	89867323	89915196	-	0.422869652212077	4.91544731344978e-07	8.54500460550435e-07	1.73839816818365	3.65057678072622e-08	6.42
Atp8b2	chr3	89937480	89965332	-	0.281163155889999	4.74431269267383e-07	2.02329700159259e-06	4.26467885372936	4.73045230661653e-07	3.72
Ubap2l	chr3	89997588	90054515	-	0.409484650202678	9.82003293846987e-07	4.28807900642524e-06	4.36666458584547	3.44200835825708e-06	3.14
Tpm3	chr3	90070650	90102902	+	0.289599854936187	1.19325277582024e-06	4.70645936495875e-07	0.394422662182666	2.70185152861412e-06	4.66
Nup210l	chr3	90102131	90214017	+	0.51056060502009	6.25529224316533e-07	1.49815716795313e-06	2.39502346127801	1.37927259580673e-07	7.1
Ints3	chr3	90389379	90435636	-	0.341367915476761	7.02392810946721e-07	4.96109387946135e-06	7.06313305339007	1.25555377247384e-06	1.14
Snx27	chr3	94495541	94584716	-	0.555655357057508	5.40887847947729e-07	2.13228479587974e-06	3.94219393903966	1.07048183923844e-06	2.52
Tuft1	chr3	94610752	94660872	-	0.521388820235352	4.31416319445156e-07	6.57637042592365e-07	1.52436756087056	9.17135934732672e-07	3.52
Cgn	chr3	94758068	94788515	-	0.540128246437666	5.63634468839847e-07	3.50259488382285e-06	6.21430213633384	1.81331269645959e-06	2.7
Pogz	chr3	94835566	94885569	+	0.623690324149707	7.81857379822779e-07	2.90758332259607e-06	3.71881547406398	1.25603686729341e-06	2.2
Pi4kb	chr3	94972730	95008937	+	0.45179192003666	8.03388483567752e-07	3.40790070874984e-06	4.2419088379457	1.09432741896903e-06	3.32
Pip5k1a	chr3	95056529	95108930	-	0.612519305736251	7.62708416482867e-07	2.62837974791026e-06	3.44611347024424	9.9774254328485e-07	3.58
Gabpb2	chr3	95179765	95219942	-	0.613325385389002	6.83580294593647e-07	7.52142708985801e-06	11.0029899184398	1.34291396494901e-06	0.6
Prune	chr3	95251673	95284076	-	0.389057774311813	7.74133750429313e-07	1.86543523953919e-06	2.40970664113878	6.17359610851501e-07	3.66
Setdb1	chr3	95321524	95359202	-	0.52018014045248	9.13249146439099e-07	1.48006880943538e-06	1.62066268028434	2.90637641628167e-06	3.06
Arnt	chr3	95432389	95499240	+	1.12460191227099	6.40649501100715e-07	3.03303315855657e-06	4.73430971747491	1.62648464724611e-06	3.1
Hormad1	chr3	95557676	95589860	+	0.681501185918875	4.38497121613057e-07	8.27081895785906e-07	1.8861740591213	1.36196294591455e-07	2.62
Golph3l	chr3	95586933	95621247	+	0.622772377425382	5.74589324096937e-07	2.04181305492998e-06	3.55351721534164	4.95818732124434e-07	0.94
Rprd2	chr3	95757872	95820953	-	0.721435234703666	7.36851616397283e-07	4.66391635705294e-06	6.32951906905817	1.07556872038772e-06	2.96
Prpf3	chr3	95828621	95857882	-	0.421498012575319	8.45610758590709e-07	5.87528047171305e-06	6.94797270733022	1.67155801587797e-06	3.36
Vps45	chr3	95997831	96060455	-	1.019011613315	4.32610469876706e-07	1.66489149307267e-06	3.84847711509887	2.78308625726312e-07	3.56
Otud7b	chr3	96102526	96163129	+	0.640463082645696	5.63465239833247e-07	2.08201333285941e-06	3.69501645474274	1.07863349723112e-06	1.1
Rnf115	chr3	96725610	96793155	+	0.623478535313298	5.45392450832017e-07	3.63617630400536e-06	6.66708220559018	7.52670007985695e-07	5.32
Gpr89	chr3	96869065	96907298	-	0.600466596769973	5.19417458644169e-07	2.73163320202492e-06	5.25903231892759	7.77745125703356e-07	3.42
Bcl9	chr3	97201661	97229364	-	0.709652512660925	5.13118410762516e-07	1.54106797395657e-06	3.00333790726097	5.19985307736977e-07	3.12
Chd1l	chr3	97558747	97612190	-	0.392174435242062	4.22986911417949e-07	2.75297419423148e-06	6.50841461028399	4.3319036662511e-07	3.12
Notch2	chr3	98011537	98152367	+	0.466883536822897	4.22708104616199e-07	2.45362824936387e-06	5.80454508103567	4.6969881015977e-07	1.98
Phgdh	chr3	98311170	98341969	-	0.442415470962127	5.98259232728744e-07	1.84246793048822e-06	3.07971499592988	8.77484196458295e-07	2.28
Zfp697	chr3	98380480	98433949	+	0.749749952694579	3.3030272311812e-07	7.65655036445077e-07	2.31804033953202	1.44313617656985e-07	1.88
Wars2	chr3	99139089	99222203	+	0.833621745824186	3.74802407234761e-07	2.04831832230759e-06	5.46506181062121	3.61570583756054e-07	1.9
Wdr3	chr3	100136179	100164403	-	0.353602932517741	6.23316605496689e-07	2.8764844293231e-06	4.61480474602626	2.02981482980998e-06	3.26
Gdap2	chr3	100160462	100208989	+	0.519241792753329	4.48114035942031e-07	2.82838138876197e-06	6.31174469421854	3.05323731893853e-07	1.44
Ttf2	chr3	100936859	100971663	-	0.428332838008808	6.72982261856754e-07	3.75155495487497e-06	5.57452278834876	1.58580998099613e-06	1.72
Ptgfrn	chr3	101038235	101112166	-	0.515234104687285	6.18117476642366e-07	2.16338368915271e-06	3.49995554389479	8.92066456044519e-07	5.96
Igsf3	chr3	101375124	101465060	+	0.732326757619405	5.5487710397056e-07	1.63824385551326e-06	2.9524445030988	7.86702459286268e-07	4.42
Atp1a1	chr3	101574218	101606707	-	0.249809563307517	8.39665084120632e-07	5.4617544980006e-06	6.50468216589071	2.10769534881408e-06	2.76
Slc22a15	chr3	101853767	101926453	-	0.406218797349862	3.27242138653517e-07	6.34127627926604e-07	1.93779331273109	4.94079157726762e-08	4.58
Casq2	chr3	102084454	102148514	+	0.850442197509523	4.14847194398907e-07	7.93501296029246e-07	1.91275560433521	1.44984629295927e-07	1.6
Vangl1	chr3	102153899	102206693	-	0.482259364039148	8.42372612376044e-07	1.40888404902814e-06	1.67251882163424	1.25523336456211e-06	2.4
Ngf	chr3	102467918	102523013	+	0.392309079173616	3.4472737933257e-07	9.69451416600398e-07	2.81222634093457	8.73560258841692e-08	1.2
Tspan2	chr3	102732769	102774310	+	0.428352310773877	3.7588753740756e-07	8.33587163163517e-07	2.21765044117356	1.75355157133473e-07	2.58
Sycp1	chr3	102816498	102938100	-	0.488165562240944	3.2971896538847e-07	8.44200453869216e-07	2.5603636505246	1.43425289022699e-07	1.56
Csde1	chr3	103018545	103060186	+	0.474205975929053	1.09539470119096e-06	5.27008331460022e-06	4.81112726661025	5.20318794348215e-06	3.66
Dennd2c	chr3	103125555	103171738	+	1.16939395220165	7.8483333495157e-07	1.35861258600781e-06	1.73108420030559	1.31977807411719e-06	6.64
Trim33	chr3	103277292	103360770	+	0.788227079386088	7.67831422484669e-07	5.08255010288893e-06	6.61935674166866	2.17059932746117e-06	2.96
Hipk1	chr3	103737814	103793563	-	0.588004203060229	6.58961876223906e-07	2.90661352216163e-06	4.41089784862456	1.29507657035273e-06	0.72
Rsbn1	chr3	103912119	103968620	+	0.913926366212997	6.62386850939098e-07	3.73737574645598e-06	5.6422855332308	1.69235812744593e-06	3.28
Magi3	chr3	104011258	104222406	-	1.25422235526753	4.16314478526427e-07	2.83779605744291e-06	6.81647217143992	8.16906474144155e-07	2.68
Lrig2	chr3	104451982	104513918	-	0.638893866730787	5.99640538129735e-07	2.09262662356511e-06	3.48980179040591	1.08470621503435e-06	2.32
Mov10	chr3	104792831	104820563	-	0.551371341144816	7.6819844618366e-07	2.26640832167706e-06	2.95029016647504	1.5581381238318e-06	2.04
Capza1	chr3	104820784	104866505	-	0.510229623260871	7.51118810287532e-07	4.59652633594931e-06	6.11957292640526	1.71713386225996e-06	3.26
St7l	chr3	104862505	104932064	+	0.675206103687481	5.86300934152551e-07	4.59652633594931e-06	7.83987551135869	1.01077853874232e-06	3.58
Cttnbp2nl	chr3	104999914	105055146	-	0.737607153777439	5.18029343192813e-07	2.90119246601362e-06	5.60044040774305	3.47854714391317e-07	3.58
Rap1a	chr3	105725259	105803381	-	0.675501472598178	4.79798209737056e-07	2.11040169805838e-06	4.39851932589524	8.75564742676441e-07	2.74
Cept1	chr3	106500259	106549802	-	0.792082784102528	4.50034133174987e-07	3.49500540521563e-06	7.76608960871122	1.05110689989676e-06	2.94
Lrif1	chr3	106682986	106738577	+	1.40115938107253	4.4068621480167e-07	1.41310648315138e-06	3.20660468988654	3.98991051154777e-07	2.96
Slc16a4	chr3	107289229	107314115	+	1.16626535381995	1.06076523460134e-06	9.20264164809671e-07	0.867547441027823	2.62180857075074e-08	0.78
Ahcyl1	chr3	107661119	107698548	-	0.491053653377633	5.54120096528103e-07	2.20606567356583e-06	3.98120495428367	1.34325630300654e-06	3.14
Gnai3	chr3	108105274	108148152	-	0.531181877403728	5.75016749881782e-07	5.00497448589923e-06	8.70404990276928	9.85144791970703e-07	3.18
